datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-04 09:30:00-05:00,100743.90844726562,22.9578857421875,0.007439084472656177
2022-01-05 09:30:00-05:00,99796.20971679688,22.9578857421875,-0.00940700777918324
2022-01-06 09:30:00-05:00,95171.22619628906,22.9578857421875,-0.046344280345242184
2022-01-07 09:30:00-05:00,95453.21704101562,22.9578857421875,0.002962984254768042
2022-01-08 09:30:00-05:00,95453.21704101562,22.9578857421875,0.0
2022-01-10 09:30:00-05:00,93511.46520996094,22.9578857421875,-0.02034244513959471
2022-01-11 09:30:00-05:00,95643.86126708984,22.9578857421875,0.022803578709210015
2022-01-12 09:30:00-05:00,97978.67492675781,22.9578857421875,0.02441153701592924
2022-01-13 09:30:00-05:00,98176.58380126953,22.9578857421875,0.00201991785110045
2022-01-14 09:30:00-05:00,95172.95788574219,22.9578857421875,-0.03059411724497696
2022-01-15 09:30:00-05:00,95172.95788574219,22.9578857421875,0.0
2022-01-18 09:30:00-05:00,94550.162109375,22.9578857421875,-0.006543831254197996
2022-01-19 09:30:00-05:00,94784.40478515625,22.9578857421875,0.0024774434073446816
2022-01-20 09:30:00-05:00,94490.65112304688,22.9578857421875,-0.0030991771565713755
2022-01-21 09:30:00-05:00,92067.25732421875,22.9578857421875,-0.02564691607080105
2022-01-22 09:30:00-05:00,92067.25732421875,22.9578857421875,0.0
2022-01-24 09:30:00-05:00,87233.9853515625,22.9578857421875,-0.052497186438775656
2022-01-25 09:30:00-05:00,88900.3246459961,22.9578857421875,0.01910195077890875
2022-01-26 09:30:00-05:00,90392.96704101562,22.9578857421875,0.016790066863797026
2022-01-27 09:30:00-05:00,90924.7646484375,22.9578857421875,0.005883174596764462
2022-01-28 09:30:00-05:00,89982.95788574219,22.9578857421875,-0.010358088539869525
2022-01-29 09:30:00-05:00,89982.95788574219,22.9578857421875,0.0
2022-01-31 09:30:00-05:00,92887.97253417969,22.9578857421875,0.03228405374411225
2022-02-01 09:30:00-05:00,95404.78253173828,22.9578857421875,0.027095111766299862
2022-02-02 09:30:00-05:00,105112.49633789062,22.9578857421875,0.10175290534227543
2022-02-03 09:30:00-05:00,100567.09661865234,22.9578857421875,-0.04324319065381921
2022-02-04 09:30:00-05:00,98990.720703125,22.9578857421875,-0.015674867511636714
2022-02-05 09:30:00-05:00,98990.720703125,22.9578857421875,0.0
2022-02-07 09:30:00-05:00,99469.58563232422,22.9578857421875,0.00483747290450931
2022-02-08 09:30:00-05:00,96204.90753173828,22.9578857421875,-0.03282086760322267
2022-02-09 09:30:00-05:00,97490.98260498047,22.9578857421875,0.013368081797884512
2022-02-10 09:30:00-05:00,96556.95788574219,22.9578857421875,-0.009580626784969626
2022-02-11 09:30:00-05:00,96037.95788574219,22.9578857421875,-0.005375065778420063
2022-02-12 09:30:00-05:00,96037.95788574219,22.9578857421875,0.0
2022-02-14 09:30:00-05:00,92311.87957763672,22.9578857421875,-0.03879797519787376
2022-02-15 09:30:00-05:00,95153.23352050781,22.9578857421875,0.0307799381387468
2022-02-16 09:30:00-05:00,94432.86126708984,22.9578857421875,-0.007570654477682126
2022-02-17 09:30:00-05:00,94238.75366210938,22.9578857421875,-0.0020555090926607233
2022-02-18 09:30:00-05:00,92084.912109375,22.9578857421875,-0.022855157448886887
2022-02-19 09:30:00-05:00,92084.912109375,22.9578857421875,0.0
2022-02-22 09:30:00-05:00,89972.57830810547,22.9578857421875,-0.022938978306897617
2022-02-23 09:30:00-05:00,90729.28436279297,22.9578857421875,0.008410407581032064
2022-02-24 09:30:00-05:00,86522.95788574219,22.9578857421875,-0.046361287941291685
2022-02-25 09:30:00-05:00,92422.6021118164,22.9578857421875,0.06818588233963285
2022-02-26 09:30:00-05:00,92422.6021118164,22.9578857421875,0.0
2022-02-28 09:30:00-05:00,92255.83197021484,22.9578857421875,-0.0018044302777776577
2022-03-01 09:30:00-05:00,93083.11492919922,22.9578857421875,0.008967270050217246
2022-03-02 09:30:00-05:00,93171.86401367188,22.9578857421875,0.0009534391338339443
2022-03-03 09:30:00-05:00,94120.08013916016,22.9578857421875,0.010177065099278737
2022-03-04 09:30:00-05:00,92323.65295410156,22.9578857421875,-0.019086545425827328
2022-03-05 09:30:00-05:00,92323.65295410156,22.9578857421875,0.0
2022-03-07 09:30:00-05:00,91300.5307006836,22.9578857421875,-0.011081908272483676
2022-03-08 09:30:00-05:00,87388.30633544922,22.9578857421875,-0.04284996303099342
2022-03-09 09:30:00-05:00,90951.75366210938,22.9578857421875,0.040777164315114245
2022-03-10 09:30:00-05:00,90995.00366210938,22.9578857421875,0.0004755268398746182
2022-03-11 09:30:00-05:00,92750.60943603516,22.9578857421875,0.019293430444212722
2022-03-12 09:30:00-05:00,92750.60943603516,22.9578857421875,0.0
2022-03-14 09:30:00-04:00,88420.07647705078,22.9578857421875,-0.04669007551881266
2022-03-15 09:30:00-04:00,90674.95788574219,22.9578857421875,0.025501916516399437
2022-03-16 09:30:00-04:00,92281.0892944336,22.9578857421875,0.017713064843275284
2022-03-17 09:30:00-04:00,92670.68774414062,22.9578857421875,0.004221866610871539
2022-03-18 09:30:00-04:00,92670.68774414062,22.9578857421875,0.0
2022-03-19 09:30:00-04:00,92670.68774414062,22.9578857421875,0.0
2022-03-21 09:30:00-04:00,94480.95788574219,22.9578857421875,0.019534441641348765
2022-03-22 09:30:00-04:00,96306.80267333984,22.9578857421875,0.019325002926046553
2022-03-23 09:30:00-04:00,96399.53253173828,22.9578857421875,0.0009628588617252021
2022-03-24 09:30:00-04:00,98116.72436523438,22.9578857421875,0.017813279674678162
2022-03-25 09:30:00-04:00,98116.72436523438,22.9578857421875,0.0
2022-03-26 09:30:00-04:00,98116.72436523438,22.9578857421875,0.0
2022-03-28 09:30:00-04:00,99090.0288696289,22.9578857421875,0.009919863414635133
2022-03-29 09:30:00-04:00,98888.99450683594,22.9578857421875,-0.002028805169261405
